PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,LAT_DD83,LON_DD83,AG_ECO9_NM,SITETYPE,INDEX_VISIT,FISH_SAMPLING,SAMPLED_FISH,RT_NRSA,MMI_FISH,ALIENNTAX_PT,ALIENNTAX_WS,ALIENNTAX_WS_PT,ALIENPIND_WS,ALIENPIND_WS_PT,BENTINVPTAX_WS,BENTINVPTAX_WS_PT,CARNNTAX_WS,CARNNTAX_WS_PT,CENTPTAX_PT,CYPRNTAX_PT,CYPRPTAX_WS,CYPRPTAX_WS_PT,HERBPTAX_PT,INTLINVPTAX_PT,INTLLOTNTAX_WS,INTLLOTNTAX_WS_PT,INTLLOTPTAX_WS,INTLLOTPTAX_WS_PT,INTLMIGRNTAX_PT,INTLMIGRPIND_PT,INTLMIGRPTAX_PT,INTLPTAX_PT,INVNTAX_PT,INVPIND_WS,INVPIND_WS_PT,INVPTAX_PT,LITHNTAX_PT,LITHNTAX_WS,LITHNTAX_WS_PT,LITHPIND_PT,LITHPIND_WS,LITHPIND_WS_PT,LITHPTAX_PT,LITHPTAX_WS,LITHPTAX_WS_PT,LOTNTAX_WS,LOTNTAX_WS_PT,LOTPIND_WS,LOTPIND_WS_PT,MIGRNTAX_WS,MIGRNTAX_WS_PT,MIGRPTAX_WS,MIGRPTAX_WS_PT,NAT_CARNNTAX_WS,NAT_CARNNTAX_WS_PT,NAT_CATOPIND_PT,NAT_CENTNTAX_WS,NAT_CENTNTAX_WS_PT,NAT_CYPRPIND_PT,NAT_HERBPTAX_PT,NAT_ICTAPIND_WS,NAT_ICTAPIND_WS_PT,NAT_INTLPIND_WS,NAT_INTLPIND_WS_PT,NAT_LITHPIND_WS,NAT_LITHPIND_WS_PT,NAT_MIGRNTAX_PT,NAT_MIGRPTAX_WS,NAT_MIGRPTAX_WS_PT,NAT_NTOLBENTPTAX_PT,NAT_NTOLNTAX_PT,NAT_NTOLNTAX_WS,NAT_NTOLNTAX_WS_PT,NAT_PIND_PT,NAT_PTAX_PT,NAT_RHEOPIND_PT,NAT_TOTLNTAX_WS,NAT_TOTLNTAX_WS_PT,NTOLNTAX_WS,NTOLNTAX_WS_PT,NTOLPTAX_PT,NTOLPTAX_WS,NTOLPTAX_WS_PT,RBCATONTAX_PT,RHEONTAX_PT,RHEOPIND_PT,SALMNTAX_PT,TOLRNTAX_PT,TOLRNTAX_WS,TOLRNTAX_WS_PT,TOLRPTAX_PT
4/23/2019,1002076,VTR9-0901,1,6/11/2013,VT,42.79337,-72.52477,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,T,20.79,0,,,,,,,,,,,,,,,,,,,,0,,,4.44,,,,,,,,,,,-36.178,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,-1.802,6.08,,,,0,,3.85,3.55,
4/23/2019,1002078,WIRF-0006,1,6/13/2013,WI,44.19707,-90.73067,Upper Midwest,HAND,Y,,YES-SUFFICIENT,R,40.48,,,,,,,,,,,0,,,,0,-0.436,5.28,,,,,0,,,,,,,,,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,-2.69,3.84,,,,,,,,,-0.299,6.27,
4/23/2019,1002079,NDLS-1055,1,6/12/2013,ND,46.27863,-100.2429,Northern Plains,PROB,Y,,"YES-<50% OF REACH,>=25 INDIV",S,44.66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.543,5.26,,,,3.726,9.33,,,-0.204,4.89,,,-0.412,4.14,,,,10,,,,-42.505,0,,,,,,,,,,,,,,,,,,-46.002,2.11,,,,,,,,
4/23/2019,1002080,COS9-0934,1,6/11/2013,CO,38.06737,-105.0848,Western Mountains,PROB,Y,,YES-SUFFICIENT,S,64.1,,,,,,,,,,,,,,,,,,26.525,9.87,,,,,,,,,,,,,,,10,,,,,,,,,,,,,10,,,,10,,,,,,,,-64.333,0.87,,,,,0,,,-2.67,0.54,,,,,,,,,,10,,,
4/23/2019,1002081,CAR9-0902,1,5/29/2013,CA,34.35671,-119.0199,Xeric,PROB,Y,NO_PERMIT,NOT FISHED,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002082,TXS9-0936,1,6/13/2013,TX,32.77924,-96.55449,Southern Plains,PROB,Y,,YES-SUFFICIENT,S,42.65,,,,,,,,,,,,-4.287,8.43,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148,9.55,,0,,,6.14,,,,,,,,,,,,0,,10,,,
4/23/2019,1002083,MNS9-0934,1,6/12/2013,MN,44.40724,-93.61883,Upper Midwest,PROB,Y,NO_FISH,YES-SUFFICIENT,T,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002084,MNSS-1175,1,6/13/2013,MN,44.17742,-95.60563,Temperate Plains,PROB,Y,,YES-SUFFICIENT,T,42.51,,4.892,0,,,,,-2.135,2.71,,,,,,,,,,,10,,,0,,,,,,,,3.22,,,,,,,,,,,,,,,,,,,,,-1.163,9.59,,,,,,,,,,-4.437,3.49,,,,,,,,,,,,5,,,,,,
4/23/2019,1002085,COR9-0903,1,6/13/2013,CO,37.60462,-103.606,Southern Plains,PROB,Y,,YES-50-90% OF REACH,?,39.42,,,,,,,,,,,,40.702,2.76,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.449,10,,0,,,8.78,,,,,,,,,,,,0,,10,,,
4/23/2019,1002086,COS9-0926,1,6/14/2013,CO,39.63866,-102.1137,Southern Plains,PROB,Y,,YES-SUFFICIENT,?,38.8,,,,,,,,,,,,44.39,2.3,0,,,,,,,,,,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.343,10,,1.43,,,6.03,,,,,,,,,,,,0.45,,7.5,,,
4/23/2019,1002088,COS9-0929,1,6/16/2013,CO,39.54923,-105.1317,Western Mountains,PROB,Y,,YES-SUFFICIENT,?,33.05,,,,,,,,,,,,,,,,,,-71.29,0.08,,,,,,,,,,,,,,,0,,,,,,,,,,,,,10,,,,10,,,,,,,,-62.779,1,,,,,0,,,-2.782,0.36,,,,,,,,,,5,,,
4/23/2019,1002089,VTRS-1007,1,6/17/2013,VT,44.43994,-72.71384,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,59.86,7.5,,,,,,,,,,,,,,,,,,,,0,,,7.78,,,,,,,,,,,-3.861,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.24,,,,,,-4.083,5.72,,,,5,,0.833,7.11,
4/23/2019,1002090,MDRO-1018,1,6/17/2013,MD,39.43248,-77.37975,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,40.45,,,,,,,,,,,,,,,,,,,,,,,,,-52.133,0.82,,,,,,,,,,,,,,,,,,,,,,-1.516,9.96,,,,,,,16.756,8.62,2.5,,,5.29,,,,,0,,,,,,2.67,,,,,,,,,,2.5
4/23/2019,1002091,MORF-0009,1,6/18/2013,MO,39.65361,-94.22593,Temperate Plains,HAND,Y,,YES-SUFFICIENT,S,53.09,,-0.028,8.85,,,,,-0.62,5.24,,,,,,,,,,,10,,,0,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,-0.838,9.42,,,,,,,,,,-2.598,4.78,,,,,,,,,,,,2.5,,,,,,
4/23/2019,1002092,GAS9-0922,1,6/18/2013,GA,34.36679,-85.08706,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,42.71,,,,,,,,,,,,,,,,,,,,,,,,,-4.696,5.63,,,,,,,,,,,,,,,,,,,,,,2.823,1.55,,,,,,,-12.838,5.14,10,,,1.67,,,,,0.91,,,,,,2,,,,,,,,,,7.27
4/23/2019,1002093,NDR9-0907,1,6/18/2013,ND,46.79972,-101.1068,Northern Plains,PROB,Y,,YES-50-90% OF REACH,R,51.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.263,4.9,,,,3.128,8.7,,,0.435,6.72,,,-0.257,4.53,,,,9.43,,,,-22.701,1.88,,,,,,,,,,,,,,,,,,-14.664,5.4,,,,,,,,
4/23/2019,1002094,OKR9-0901,2,6/18/2013,OK,35.92582,-99.51525,Southern Plains,PROB,N,,"NO->20 CW SAMPLED,<500 INDIV",T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002095,MNR9-0912,1,6/18/2013,MN,45.23426,-93.49636,Upper Midwest,PROB,Y,,YES-SUFFICIENT,S,19.84,,,,,,,,,,,5.56,,,,0,-4.165,0,,,,,0,,,,,,,,,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,-9.574,0,,,,,,,,,1.436,4.41,
4/23/2019,1002096,MIRF-0004,1,6/18/2013,MI,44.60941,-84.45637,Upper Midwest,HAND,Y,,YES-SUFFICIENT,R,48.15,,,,,,,,,,,6.67,,,,4.29,-0.077,5.95,,,,,0,,,,,,,,,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-1.838,4.42,,,,,,,,,-2.669,8.8,
4/23/2019,1002097,MDRO-1015,1,6/18/2013,MD,39.26903,-77.44567,Southern Appalachians,PROB,Y,,"NO-<20 CW SAMPLED,<500 INDIV",T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002098,KYS9-0919,1,6/18/2013,KY,38.62014,-85.41854,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,S,51.17,,,,,,,,,,,,,,,,,,,,,,,,,-8.056,5.29,,,,,,,,,,,,,,,,,,,,,,3.594,0.05,,,,,,,-24.426,3.78,10,,,5.19,,,,,8.15,,,,,,3.48,,,,,,,,,,5
4/23/2019,1002099,KSR9-0904,1,6/17/2013,KS,39.42728,-98.53949,Southern Plains,PROB,Y,,YES-SUFFICIENT,S,39.79,,,,,,,,,,,,19.424,5.44,0,,,,,,,,,,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.123,6.21,,2.86,,,7.74,,,,,,,,,,,,0.42,,5.83,,,
4/23/2019,1002100,OKR9-0905,1,6/18/2013,OK,35.53,-99.13021,Southern Plains,PROB,Y,,YES-SUFFICIENT,S,31.77,,,,,,,,,,,,30.021,4.1,0,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.316,10,,1.43,,,3.89,,,,,,,,,,,,0.16,,4.17,,,
4/23/2019,1002101,MORF-0004,1,6/19/2013,MO,38.47137,-93.61713,Temperate Plains,HAND,Y,,YES-SUFFICIENT,S,62.23,,0.844,5.13,,,,,0.554,7.2,,,,,,,,,,,10,,,0,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,-1.36,9.7,,,,,,,,,,0.055,6.65,,,,,,,,,,,,7.5,,,,,,
4/23/2019,1002102,OHS9-0919,1,6/18/2013,OH,40.37315,-81.21327,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,32.49,,,,,,,,,,,,,,,,,,,,,,,,,-7.719,5.33,,,,,,,,,,,,,,,,,,,,,,2.52,2.13,,,,,,,-42.102,1.7,10,,,0,,,,,1.66,,,,,,2.67,,,,,,,,,,2.5
4/23/2019,1002103,ALSS-1063,1,6/19/2013,AL,33.35583,-86.60633,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,S,50.36,,,,,,,,,,,,,,,,,,,,,,,,,49.385,10,,,,,,,,,,,,,,,,,,,,,,5.47,0,,,,,,,-68.554,0,10,,,2.31,,,,,6.43,,,,,,4.76,,,,,,,,,,6.79
4/23/2019,1002104,MIRF-0003,1,6/19/2013,MI,44.59139,-85.07703,Upper Midwest,HAND,Y,,YES-SUFFICIENT,R,69.08,,,,,,,,,,,6.67,,,,5.72,3.306,10,,,,,7.14,,,,,,,,,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,6.829,10,,,,,,,,,-0.65,6.64,
4/23/2019,1002105,OHS9-0914,1,6/19/2013,OH,40.70663,-80.79918,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,43.49,,,,,,,,,,,,,,,,,,,,,,,,,1.701,6.28,,,,,,,,,,,,,,,,,,,,,,2.601,1.98,,,,,,,-32.478,2.83,7.5,,,5,,,,,2.85,,,,,,3.71,,,,,,,,,,4.64
4/23/2019,1002106,SDSS-1190,1,6/19/2013,SD,43.958,-99.04698,Northern Plains,PROB,Y,NO_FISH,YES-SUFFICIENT,T,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002107,NHR9-0903,1,6/19/2013,NH,43.86581,-72.17822,Northern Appalachians,PROB,Y,,"NO->20 CW SAMPLED,<500 INDIV",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002108,CTSS-1077,1,6/19/2013,CT,42.01009,-72.63232,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,19.15,5,,,,,,,,,,,,,,,,,,,,0,,,6.67,,,,,,,,,,,-57.031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,-49.239,0,,,,0,,3.951,3.43,
4/23/2019,1002109,OHLS-1071,1,6/18/2013,OH,39.61589,-81.92661,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,S,53.49,,,,,,,,,,,,,,,,,,,,,,,,,-17.807,4.3,,,,,,,,,,,,,,,,,,,,,,0.71,5.65,,,,,,,-22.235,4.04,7.5,,,8.33,,,,,2.85,,,,,,4.41,,,,,,,,,,5.71
4/23/2019,1002110,COS9-0924,1,6/18/2013,CO,39.0766,-106.0064,Western Mountains,PROB,Y,,"YES-<50% OF REACH,>=25 INDIV",?,56.55,,,,,,,,,,,,,,,,,,-35.425,3.67,,,,,,,,,,,,,,,10,,,,,,,,,,,,,0,,,,10,,,,,,,,44.948,10,,,,,0.5,,,-2.339,1.07,,,,,,,,,,10,,,
4/23/2019,1002111,GAS9-0919,1,6/19/2013,GA,34.30315,-84.47051,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,S,55.96,,,,,,,,,,,,,,,,,,,,,,,,,51.26,10,,,,,,,,,,,,,,,,,,,,,,0.328,6.39,,,,,,,-63.17,0,10,,,3.75,,,,,4.45,,,,,,1.85,,,,,,,,,,8.33
4/23/2019,1002112,NDSS-1106,1,6/20/2013,ND,47.18226,-101.7943,Northern Plains,PROB,Y,,YES-SUFFICIENT,S,30.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.223,0.75,,,,-1.122,4.17,,,-0.17,4.98,,,-0.332,4.34,,,,10,,,,-44.383,0,,,,,,,,,,,,,,,,,,-67.595,0,,,,,,,,
4/23/2019,1002113,UTRF-0004,1,6/20/2013,UT,40.49275,-112.5816,Xeric,HAND,Y,,YES-SUFFICIENT,R,78.08,,,,,,-4.305,6.17,,,10,,,,,,,,,,,,,,,,,,,-0.107,7.76,,,,,,,,,,,,,26.967,8.9,,,,,,,,,,,,,,,,,,,,,0,,,,,,,10,,,,,10,,,0.049,9.63,
4/23/2019,1002114,OHSS-1125,1,6/20/2013,OH,39.57122,-84.66835,Temperate Plains,PROB,Y,,YES-SUFFICIENT,S,63.48,,1.082,4.11,,,,,1.087,8.09,,,,,,,,,,,10,,,2.5,,,,,,,,5.59,,,,,,,,,,,,,,,,,,,,,-0.391,9.19,,,,,,,,,,-0.444,6.3,,,,,,,,,,,,5,,,,,,
4/23/2019,1002115,OHRO-1031,1,6/20/2013,OH,40.52083,-81.30616,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,42.73,,,,,,,,,,,,,,,,,,,,,,,,,-32.209,2.84,,,,,,,,,,,,,,,,,,,,,,2.845,1.5,,,,,,,-5.917,5.96,5,,,4.56,,,,,7.91,,,,,,3.28,,,,,,,,,,3.13
4/23/2019,1002116,MIRF-0002,1,6/20/2013,MI,44.14272,-86.01193,Upper Midwest,HAND,Y,,YES-SUFFICIENT,R,58.12,,,,,,,,,,,1.11,,,,10,-0.748,4.7,,,,,10,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-4.406,2.69,,,,,,,,,-4.794,10,
4/23/2019,1002117,MORF-0005,1,6/20/2013,MO,40.11646,-92.76208,Temperate Plains,HAND,Y,,YES-SUFFICIENT,R,46.42,,-0.065,9.01,,,,,-0.863,4.83,,,,,,,,,,,10,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,-0.991,9.5,,,,,,,,,,-3.994,3.8,,,,,,,,,,,,0,,,,,,
4/23/2019,1002118,MIS9-0923,1,6/19/2013,MI,42.5695,-84.5928,Upper Midwest,PROB,Y,,YES-SUFFICIENT,T,47.61,,,,,,,,,,,5.56,,,,5.3,0.804,7.58,,,,,0,,,,,,,,,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3.999,8.35,,,,,,,,,1.677,4.15,
4/23/2019,1002119,MISS-1136,1,6/20/2013,MI,42.82857,-85.6665,Upper Midwest,PROB,Y,,YES-SUFFICIENT,S,30.33,,,,,,,,,,,1.11,,,,4.29,-0.748,4.7,,,,,0,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-1.049,4.95,,,,,,,,,0.87,5.01,
4/23/2019,1002120,TXS9-0926,2,6/20/2013,TX,29.91047,-95.49178,Coastal Plains,PROB,N,,YES-SUFFICIENT,T,19.03,,,,76.46,0,,,,,,,,,,,,,,,,,0,,,,,4.76,,,,,-70.428,0.95,,,,,,-76.537,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.655,2.57,,,,,,0,,,,,-0.31,6.94,
4/23/2019,1002121,MDRO-1014,1,6/21/2013,MD,39.31389,-77.4119,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,38.08,,,,,,,,,,,,,,,,,,,,,,,,,-47.222,1.32,,,,,,,,,,,,,,,,,,,,,,-1.593,10,,,,,,,-8.585,5.64,2.5,,,6.43,,,,,0,,,,,,2.37,,,,,,,,,,2.2
4/23/2019,1002122,ALS9-0918,1,6/20/2013,AL,32.93231611,-86.36246869,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,S,61.14,,,,,,,,,,,,,,,,,,,,,,,,,25.53,8.7,,,,,,,,,,,,,,,,,,,,,,1.388,4.33,,,,,,,-28.723,3.27,10,,,4,,,,,6.88,,,,,,2.67,,,,,,,,,,9.06
4/23/2019,1002123,ALSS-1064,1,6/21/2013,AL,33.11467,-87.11905,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,S,58.9,,,,,,,,,,,,,,,,,,,,,,,,,6.352,6.75,,,,,,,,,,,,,,,,,,,,,,4.193,0,,,,,,,-12.388,5.19,10,,,4.38,,,,,10,,,,,,2.67,,,,,,,,,,8.13
4/23/2019,1002124,MNS9-0929,1,6/20/2013,MN,44.04151,-92.33874,Upper Midwest,PROB,Y,,YES-SUFFICIENT,T,32.09,,,,,,,,,,,5.56,,,,0,-1.81,2.74,,,,,0,,,,,,,,,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-1.319,4.77,,,,,,,,,1.705,4.12,
4/23/2019,1002125,NVS9-0921,1,6/18/2013,NV,40.7413,-115.5544,Xeric,PROB,Y,,"NO-<50% OF REACH,<25 INDIV",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002126,NVR9-0920,1,6/20/2013,NV,41.88666,-114.6866,Xeric,PROB,Y,,YES-SUFFICIENT,T,72.11,,,,,,-2.858,6.37,,,10,,,,,,,,,,,,,,,,,,,-0.338,7.47,,,,,,,,,,,,,-25.085,3.85,,,,,,,,,,,,,,,,,,,,,4.91,,,,,,,10,,,,,5.09,,,-0.173,10,
4/23/2019,1002127,OHS9-0922,1,6/19/2013,OH,39.97946,-82.38165,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,T,22.66,7.5,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,-28.572,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,-24.583,2.41,,,,0,,6.946,0,
4/23/2019,1002128,WASS-1140,1,6/19/2013,WA,46.30527,-123.781,Western Mountains,PROB,Y,,YES-SUFFICIENT,S,80.5,,,,,,,,,,,,,,,,,,-11.04,6.11,,,,,,,,,,,,,,,5.56,,,,,,,,,,,,,10,,,,10,,,,,,,,-24.376,4.35,,,,,10,,,2.256,8.38,,,,,,,,,,10,,,
4/23/2019,1002129,COS9-0925,1,6/19/2013,CO,37.06135,-105.9829,Xeric,PROB,Y,,YES-SUFFICIENT,?,47.19,,,,,,1.535,6.98,,,10,,,,,,,,,,,,,,,,,,,-1.736,5.69,,,,,,,,,,,,,-34.029,2.99,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,2.5,,,,,1.25,,,1.868,5.84,
4/23/2019,1002130,MIRF-0005,1,6/21/2013,MI,43.43006,-85.71988,Upper Midwest,HAND,Y,,YES-SUFFICIENT,S,58.12,,,,,,,,,,,5.56,,,,3.75,2.41,10,,,,,6.25,,,,,,,,,9.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1.928,6.95,,,,,,,,,0.965,4.91,
4/23/2019,1002131,WAS9-0919,1,6/20/2013,WA,46.83757,-123.3863,Western Mountains,PROB,Y,,"NO-<50% OF REACH,<25 INDIV",T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002132,OHR9-0907,1,6/23/2013,OH,41.02829,-83.21295,Temperate Plains,PROB,Y,,"NO->20 CW SAMPLED,<500 INDIV",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002133,OHRO-1035,1,6/23/2013,OH,40.63326,-81.54266,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,29.55,,,,,,,,,,,,,,,,,,,,,,,,,-36.159,2.44,,,,,,,,,,,,,,,,,,,,,,2.769,1.65,,,,,,,-36.236,2.39,7.5,,,4.8,,,,,1.66,,,,,,1.2,,,,,,,,,,2
4/23/2019,1002134,COS9-0922,1,6/20/2013,CO,37.71407,-106.8382,Western Mountains,PROB,Y,,"YES-<50% OF REACH,>=25 INDIV",T,59,,,,,,,,,,,,,,,,,,-14.369,5.77,,,,,,,,,,,,,,,10,,,,,,,,,,,,,10,,,,10,,,,,,,,-57.857,1.43,,,,,0,,,-3.136,0,,,,,,,,,,10,,,
4/23/2019,1002135,OHS9-0915,1,6/20/2013,OH,39.74567,-81.84162,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,45.8,,,,,,,,,,,,,,,,,,,,,,,,,-28.213,3.25,,,,,,,,,,,,,,,,,,,,,,0.601,5.86,,,,,,,-3.594,6.23,7.5,,,4.5,,,,,5.45,,,,,,0.67,,,,,,,,,,3.18
4/23/2019,1002136,OHRM-1001,1,6/24/2013,OH,41.2338,-84.59052,Temperate Plains,PROB,Y,,YES-SUFFICIENT,S,49.5,,3.473,0,,,,,-1.84,3.2,,,,,,,,,,,10,,,3.33,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,2.238,7.82,,,,,,,,,,0.151,6.72,,,,,,,,,,,,7.5,,,,,,
4/23/2019,1002137,PAR9-0910,1,6/24/2013,PA,40.88572,-76.80151,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,S,31.59,,,,,,,,,,,,,,,,,,,,,,,,,-62.414,0,,,,,,,,,,,,,,,,,,,,,,-1.289,9.52,,,,,,,-9.266,5.56,5,,,2.5,,,,,0,,,,,,1.44,,,,,,,,,,1.25
4/23/2019,1002138,NDS9-0938,1,6/24/2013,ND,46.41794,-103.5124,Northern Plains,PROB,Y,,YES-SUFFICIENT,S,31.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.738,2.4,,,,-1.624,3.64,,,-0.509,4.01,,,-1.126,2.38,,,,10,,,,-25.778,1.59,,,,,,,,,,,,,,,,,,-55.152,1.15,,,,,,,,
4/23/2019,1002139,KSRS-1269,1,6/24/2013,KS,38.70221,-96.98346,Temperate Plains,PROB,Y,,YES-SUFFICIENT,S,43.94,,6.782,0,,,,,1.156,8.2,,,,,,,,,,,10,,,1.11,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,-1.611,9.83,,,,,,,,,,-4.594,3.38,,,,,,,,,,,,2.5,,,,,,
4/23/2019,1002140,VTRF-0002,1,6/24/2013,VT,44.80659,-72.13678,Northern Appalachians,HAND,Y,,YES-SUFFICIENT,S,60.16,5,,,,,,,,,,,,,,,,,,,,2.49,,,7.78,,,,,,,,,,,-9.461,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78,,,,,,0.446,6.45,,,,5,,1.108,6.79,
4/23/2019,1002141,VTRS-1004,1,6/24/2013,VT,44.78541,-72.02854,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,74.95,10,,,,,,,,,,,,,,,,,,,,0,,,10,,,,,,,,,,,7.837,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,16.357,9.01,,,,5,,0.144,7.93,
4/23/2019,1002142,ARS9-0946,1,6/24/2013,AR,35.34665559,-91.32230048,Coastal Plains,PROB,Y,,YES-SUFFICIENT,T,30.81,,,,0.049,9.63,,,,,,,,,,,,,,,,,0,,,,,4.06,,,,,-70.298,0.96,,,,,,-78.292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.673,2.12,,,,,,0,,,,,-1.32,7.88,
4/23/2019,1002143,ALS9-0916,1,6/24/2013,AL,33.26014982,-85.50357137,Southern Appalachians,PROB,Y,OTHER (DATA LOST),SAMPLED (DATA LOST),T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1002144,OHRO-1036,1,6/24/2013,OH,41.24697,-81.55581,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,T,42.41,7.5,,,,,,,,,,,,,,,,,,,,0,,,4.44,,,,,,,,,,,-31.342,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.41,,,,,,-4.197,5.7,,,,0,,1.934,5.81,
4/23/2019,1002146,DESS-1085,1,6/24/2013,DE,39.72867,-75.68322,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,34.31,,,,,,,,,,,,,,,,,,,,,,,,,21.554,8.29,,,,,,,,,,,,,,,,,,,,,,0.8,5.47,,,,,,,-33.836,2.67,5,,,2.5,,,,,0,,,,,,1.85,,,,,,,,,,1.67
