UID,SITE_ID,DATE_COL,VISIT_NO,SITESAMP,UNIQUE_ID,DSGN_CYCLE,AG_ECO3,AG_ECO9,EPA_REG,EVAL_CAT,FED_NONFED,FS_EW,HUC2_NM,LAT_DD83,LON_DD83,MAJ_BAS_NM,MIS_BAS_NM,MISS_BASIN,OWN_NARS,PSTL_CODE,STRAH_CAT,URBN_NRS18,USFS,WGT_TP,XCOORD,YCOORD,ACID_COND,ANC_COND,BEDSED_COND,BENT_MMI_COND,CYLSPER_DETECT,CYLSPER_EPA_COND,ENT_1X_STV_COND,FISH_MMI_COND,HG_COND,INSTRMCVR_COND,MICX_DETECT,MICX_EPA_COND,NTL_COND,OE_COND,PTL_COND,RIPDIST_COND,RIPVEG_COND,SAL_COND,SALINITY_CLASS,YEAR,PUBLICATION_DATE
2012535,NRS18_SD_10038,6/5/2018,1,Y,NRS_SD-10452,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,44.13536239,-100.8337449,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,SD,RiversOther,Non-Urban,Not_Forest_Service,116.0586666,-385356.8139,752428.964,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,High,Good,Poor,Slightly Saline,2018,1/31/2022
2012536,NRS18_TX_10055,6/5/2018,1,Y,NRS_TX-10305,2018-19,PLNLOW,SPL,Region_06,Target_Sampled,Federal,Not_USFS,Texas Region,29.73362194,-96.66281509,Rio Grande-Texas-Gulf Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,TX,RiversMajor,Non-Urban,Not_Forest_Service,171.035222,-64089.53815,-866739.5057,Good,None,Good,Fair,Detected,At or Below Benchmark,At or Below Benchmark,Poor,Above Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012537,NRS18_MI_10056,6/6/2018,1,Y,NRS_MI-10155,2018-19,PLNLOW,UMW,Region_05,Target_Sampled,Federal,Not_USFS,Great Lakes Region,42.74129081,-84.54961724,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MI,RiversOther,Urban,Not_Forest_Service,84.4025767,929740.0965,643089.1453,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Above Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,High,Good,Fair,Freshwater,2018,1/31/2022
2012538,NRS18_PA_10021,6/6/2018,1,Y,NRS_PA-10080,2018-19,EHIGH,NAP,Region_03,Target_Sampled,Federal,Not_USFS,Mid-Atlantic Region,41.65584031,-76.78470344,Mid-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,PA,LargeStreams,Non-Urban,Not_Forest_Service,631.9174261,1577754,625673.2,Good,None,Good,Good,Not Detected,At or Below Benchmark,Above Benchmark,Poor,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,High,Fair,Good,Freshwater,2018,1/31/2022
2012539,NRS18_CA_10011,6/6/2018,1,Y,NRS_CA-10784,2018-19,WMTNS,XER,Region_09,Target_Sampled,Federal,Not_USFS,California Region,34.35671322,-119.0198808,California Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,CA,SmallStreams,Non-Urban,Not_Forest_Service,364.7597431,-2080635.698,-98699.839,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Good,Moderate,Good,Poor,Slightly Saline,2018,1/31/2022
2012540,NRS18_GA_10001,6/6/2018,1,Y,NRS_GA-10050,2018-19,EHIGH,SAP,Region_04,Target_Sampled,Federal,Not_USFS,South Atlantic-West Region,34.06954655,-84.53634847,South-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,GA,LargeStreams,Urban,Not_Forest_Service,959.6788593,1047663.706,-320771.596,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Fair,High,Fair,Good,Freshwater,2018,1/31/2022
2012541,NRS18_WV_10031,6/6/2018,1,Y,NRS_WV-10078,2018-19,EHIGH,SAP,Region_03,Target_Sampled,Federal,Not_USFS,Ohio Region,38.27591788,-80.83754816,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,WV,SmallStreams,Urban,Not_Forest_Service,2962.679881,1308348.302,191559.4284,Good,None,Good,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Fair,O/E<0.8,Good,High,Fair,Good,Freshwater,2018,1/31/2022
2012542,NRS18_TN_10006,6/6/2018,1,Y,NRS_TN-10059,2018-19,EHIGH,SAP,Region_04,Target_Sampled,Federal,Not_USFS,Tennessee Region,35.10401031,-85.36090452,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,TN,RiversMajor,Non-Urban,Not_Forest_Service,166.3341513,959710.3,-214571,Good,None,Not Assessed,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,High,Good,Good,Freshwater,2018,1/31/2022
2012543,NRS18_OH_10033,6/6/2018,1,Y,NRS_OH-10107,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Great Lakes Region,41.1350848,-84.43127542,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,OH,RiversOther,Non-Urban,Not_Forest_Service,114.2815866,961120.9737,465902.4411,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012544,NRS18_IL_10054,6/6/2018,1,Y,NRS_IL-10081,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Ohio Region,40.16229665,-88.02743645,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,IL,LargeStreams,Non-Urban,Not_Forest_Service,1253.665084,672344.5,326594.2,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Good,High,Poor,Good,Freshwater,2018,1/31/2022
2012545,NRS18_LA_10002,6/6/2018,1,Y,NRS_LA-10079,2018-19,PLNLOW,CPL,Region_06,Target_Sampled,Federal,Not_USFS,Lower Mississippi Region,32.97480167,-92.07643948,Lower Mississippi Region,Lower Mississippi Region,Mississippi_Basin,Non Federal,LA,RiversMajor,Non-Urban,Not_Forest_Service,265.5129192,364389.9,-498781.2,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Fair,O/E<0.8,Poor,Low,Fair,Good,Freshwater,2018,1/31/2022
2012546,NRS18_TN_10026,6/6/2018,1,Y,NRS_TN-10145,2018-19,EHIGH,SAP,Region_04,Target_Sampled,Federal,Not_USFS,Tennessee Region,35.09888425,-85.35359135,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,TN,RiversMajor,Non-Urban,Not_Forest_Service,166.3341513,960431.3548,-215067.1155,Good,None,Not Assessed,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Detected,At or Below Benchmark,Poor,OE<0.5,Poor,High,Good,Good,Freshwater,2018,1/31/2022
2012547,NRS18_NY_10010,6/6/2018,1,Y,NRS_NY-10081,2018-19,EHIGH,NAP,Region_02,Target_Sampled,Federal,Not_USFS,Ohio Region,42.23492503,-78.77276172,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,NY,SmallStreams,Non-Urban,Not_Forest_Service,1385.493194,1404734,658073.8,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,Above Benchmark,Poor,Not Assessed,Poor,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,Moderate,Poor,Good,Freshwater,2018,1/31/2022
2012548,NRS18_WV_10015,6/7/2018,1,Y,NRS_WV-10071,2018-19,EHIGH,SAP,Region_03,Target_Sampled,Federal,Not_USFS,Ohio Region,37.74096976,-81.57619751,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,WV,SmallStreams,Non-Urban,Not_Forest_Service,2962.679881,1254179.424,122366.9615,Good,None,Good,Fair,Not Detected,At or Below Benchmark,Above Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Fair,O/E>=0.9,Good,High,Poor,Fair,Freshwater,2018,1/31/2022
2012549,NRS18_OH_10012,6/7/2018,1,Y,NRS_OH-10075,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Great Lakes Region,41.23379761,-84.5905211,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,OH,RiversMajor,Non-Urban,Not_Forest_Service,114.2815866,946631.4,475274.9,Good,None,Good,Fair,Not Detected,At or Below Benchmark,Above Benchmark,Poor,At or Below Benchmark,Good,Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012550,NRS18_IL_10003,6/7/2018,1,Y,NRS_IL-10046,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,39.54832533,-89.43360244,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,IL,SmallStreams,Non-Urban,Not_Forest_Service,6261.973564,558718.2,248888,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Not Assessed,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Fair,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012551,NRS18_LA_10010,6/6/2018,1,Y,NRS_LA-10192,2018-19,PLNLOW,CPL,Region_06,Target_Sampled,Federal,Not_USFS,Lower Mississippi Region,32.2700996,-90.96073809,Lower Mississippi Region,Lower Mississippi Region,Mississippi_Basin,Non Federal,LA,RiversMajor,Non-Urban,Not_Forest_Service,265.5129192,472087.1,-572384.1,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Low,Good,Good,Freshwater,2018,1/31/2022
2012552,NRS18_TN_10001,6/7/2018,1,Y,NRS_TN-10054,2018-19,EHIGH,SAP,Region_04,Target_Sampled,Federal,Not_USFS,Tennessee Region,35.39696394,-84.27655927,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,TN,LargeStreams,Non-Urban,Not_Forest_Service,946.5442958,1053017,-170529,Good,None,Poor,Good,Not Detected,At or Below Benchmark,Above Benchmark,Fair,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Fair,Moderate,Fair,Good,Freshwater,2018,1/31/2022
2012553,NRS18_IL_10001,6/8/2018,1,Y,NRS_IL-10036,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,39.410459,-89.13140441,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,IL,SmallStreams,Non-Urban,Not_Forest_Service,6261.973564,585503.4,235295.2,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Fair,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Good,High,Poor,Good,Freshwater,2018,1/31/2022
2012554,NRS18_LA_10021,6/8/2018,1,Y,NRS_LA-10207,2018-19,PLNLOW,CPL,Region_06,Target_Sampled,Federal,Not_USFS,Arkansas-Red-White Region,32.61632059,-93.83192406,Arkansas-White-Red Region,Arkansas-White-Red Region,Mississippi_Basin,Non Federal,LA,RiversOther,Non-Urban,Not_Forest_Service,265.5129192,202306.1879,-543991.1121,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Poor,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Low,Fair,Fair,Freshwater,2018,1/31/2022
2012555,NRS18_LA_10013,6/10/2018,1,Y,NRS_LA-10191,2018-19,PLNLOW,CPL,Region_06,Target_Sampled,Federal,Not_USFS,Lower Mississippi Region,30.57775319,-91.52159023,Lower Mississippi Region,Lower Mississippi Region,Mississippi_Basin,Non Federal,LA,LargeStreams,Non-Urban,Not_Forest_Service,1505.121513,428459.6,-763159.3,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Fair,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012556,NRS18_MI_10381,6/11/2018,1,Y,NRS_MI-10165,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Great Lakes Region,43.29709201,-83.854919,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MI,LargeStreams,Non-Urban,Not_Forest_Service,610.6261561,977936.141,711671.1617,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,OE<0.5,Good,High,Fair,Fair,Freshwater,2018,1/31/2022
2012557,NRS18_CA_10035,6/11/2018,1,Y,NRS_CA-10934,2018-19,WMTNS,XER,Region_09,Target_Sampled,Federal,Not_USFS,California Region,37.55587666,-121.1504748,California Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,CA,RiversMajor,Non-Urban,Not_Forest_Service,174.3311403,-2175194,295785.8,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Moderate,Good,Poor,Freshwater,2018,1/31/2022
2012558,NRS18_TN_10009,6/11/2018,1,Y,NRS_TN-10105,2018-19,EHIGH,SAP,Region_04,Target_Sampled,Federal,Not_USFS,Tennessee Region,36.26537716,-82.31630717,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,TN,LargeStreams,Non-Urban,Not_Forest_Service,946.5442958,1214007,-50775.34,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Poor,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Fair,High,Poor,Good,Freshwater,2018,1/31/2022
2012559,NRS18_LA_10001,6/10/2018,1,Y,NRS_LA-10091,2018-19,PLNLOW,CPL,Region_06,Target_Sampled,Federal,Not_USFS,Lower Mississippi Region,29.89733465,-90.68333669,Lower Mississippi Region,Lower Mississippi Region,Mississippi_Basin,Non Federal,LA,LargeStreams,Non-Urban,Not_Forest_Service,1505.121513,512804.4,-834454.9,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Low,Good,Good,Freshwater,2018,1/31/2022
2012560,NRS18_KS_10126,6/11/2018,1,Y,NRS_KS-10275,2018-19,PLNLOW,SPL,Region_07,Target_Sampled,Federal,Not_USFS,Arkansas-Red-White Region,37.08725381,-99.25331095,Arkansas-White-Red Region,Arkansas-White-Red Region,Mississippi_Basin,Non Federal,KS,SmallStreams,Non-Urban,Not_Forest_Service,512.0881533,-286423.0908,-41350.1023,Good,None,Fair,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Poor,Not Detected,At or Below Benchmark,Fair,O/E<0.9,Poor,High,Poor,Good,Freshwater,2018,1/31/2022
2012561,NRS18_IL_10013,6/11/2018,1,Y,NRS_IL-10077,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Ohio Region,37.16191017,-88.71408115,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,IL,LargeStreams,Urban,Not_Forest_Service,1253.665084,640312.1,-13330.12,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.9,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012562,NRS18_OK_10050,6/11/2018,1,Y,NRS_OK-10047,2018-19,PLNLOW,SPL,Region_06,Target_Sampled,Federal,Not_USFS,Arkansas-Red-White Region,35.92581867,-99.51524603,Arkansas-White-Red Region,Arkansas-White-Red Region,Mississippi_Basin,Non Federal,OK,RiversMajor,Non-Urban,Not_Forest_Service,198.3515449,-314285.2,-170542.2,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,OE<0.5,Good,Low,Good,Poor,Slightly Saline,2018,1/31/2022
2012563,NRS18_IL_10030,6/10/2018,1,Y,NRS_IL-10124,2018-19,PLNLOW,CPL,Region_05,Target_Sampled,Federal,Not_USFS,Ohio Region,37.06952371,-89.17324304,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,IL,LargeStreams,Non-Urban,Not_Forest_Service,5.614868998,600774.1441,-26652.17105,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012564,NRS18_LA_10012,6/11/2018,1,Y,NRS_LA-10200,2018-19,PLNLOW,CPL,Region_06,Target_Sampled,Federal,Not_USFS,Lower Mississippi Region,30.79480103,-91.20538568,Lower Mississippi Region,Lower Mississippi Region,Mississippi_Basin,Non Federal,LA,SmallStreams,Non-Urban,Not_Forest_Service,4457.739622,457470.3,-737592.2,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Fair,O/E<0.8,Good,Low,Poor,Good,Freshwater,2018,1/31/2022
2012565,NRS18_NV_10012,6/11/2018,1,Y,NRS_NV-10398,2018-19,WMTNS,XER,Region_09,Target_Sampled,Non-Federal,Not_USFS,Great Basin Region,39.19519461,-117.3464915,Great Basin Region,Not Mississippi River Basin,Not_Mississippi_Basin,BLM,NV,RiversOther,Non-Urban,Not_Forest_Service,118.6696875,-1811333,394293.1,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,Not Assessed,Poor,Detected,At or Below Benchmark,Good,O/E>=0.9,Fair,High,Good,Good,Freshwater,2018,1/31/2022
2012566,NRS18_NY_10025,6/12/2018,1,Y,NRS_NY-10125,2018-19,EHIGH,NAP,Region_02,Target_Sampled,Federal,Not_USFS,Great Lakes Region,43.12555793,-75.5838354,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NY,SmallStreams,Non-Urban,Not_Forest_Service,1385.493194,1639850,806767.6,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Poor,Not Assessed,Poor,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Low,Poor,Poor,Slightly Saline,2018,1/31/2022
2012567,NRS18_TX_10009,6/12/2018,1,Y,NRS_TX-10109,2018-19,PLNLOW,SPL,Region_06,Target_Sampled,Federal,Not_USFS,Texas Region,29.23892733,-98.45168436,Rio Grande-Texas-Gulf Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,TX,RiversOther,Non-Urban,Not_Forest_Service,171.035222,-238450.6,-918719.1,Good,None,Fair,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,High,Good,Good,Freshwater,2018,1/31/2022
2012568,NRS18_ND_10015,6/12/2018,1,Y,NRS_ND-10345,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,46.24854683,-101.5314637,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,ND,LargeStreams,Non-Urban,Not_Forest_Service,192.3095364,-427249.6,990089,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,High,Good,Fair,Slightly Saline,2018,1/31/2022
2012569,NRS18_MI_10010,6/12/2018,1,Y,NRS_MI-10054,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Great Lakes Region,43.31096676,-83.96788191,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MI,RiversOther,Non-Urban,Not_Forest_Service,114.1787801,968693.5,712050.9,Good,None,Fair,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Fair,High,Fair,Good,Freshwater,2018,1/31/2022
2012570,NRS18_CA_10032,6/12/2018,1,Y,NRS_CA-10953,2018-19,WMTNS,XER,Region_09,Target_Sampled,Federal,Not_USFS,California Region,38.15220247,-121.2840803,California Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,CA,RiversOther,Non-Urban,Not_Forest_Service,174.3311403,-2168903,363336,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E<0.8,Good,Moderate,Good,Good,Freshwater,2018,1/31/2022
2012571,NRS18_WV_10012,6/12/2018,1,Y,NRS_WV-10068,2018-19,EHIGH,SAP,Region_03,Target_Sampled,Federal,Not_USFS,Mid-Atlantic Region,38.63828077,-79.19020318,Mid-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,WV,SmallStreams,Non-Urban,Not_Forest_Service,2962.679881,1441936.834,255441.5464,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,Not Assessed,Fair,Not Detected,At or Below Benchmark,Fair,O/E<0.8,Good,Low,Good,Good,Freshwater,2018,1/31/2022
2012572,NRS18_OH_10030,6/12/2018,1,Y,NRS_OH-10104,2018-19,EHIGH,NAP,Region_05,Target_Sampled,Federal,Not_USFS,Great Lakes Region,41.74291863,-80.86951805,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,OH,RiversOther,Non-Urban,Not_Forest_Service,335.6246206,1244035.864,574606.9551,Good,None,Good,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Poor,Above Benchmark,Poor,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Moderate,Fair,Good,Freshwater,2018,1/31/2022
2012573,NRS18_LA_10014,6/12/2018,1,Y,NRS_LA-10195,2018-19,PLNLOW,CPL,Region_06,Target_Sampled,Federal,Not_USFS,Lower Mississippi Region,29.67974853,-91.28559159,Lower Mississippi Region,Lower Mississippi Region,Mississippi_Basin,Non Federal,LA,RiversOther,Non-Urban,Not_Forest_Service,265.5129192,455963,-861625.4,Good,None,Fair,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Fair,High,Fair,Good,Freshwater,2018,1/31/2022
2012575,NRS18_OK_10051,6/12/2018,1,Y,NRS_OK-10066,2018-19,PLNLOW,SPL,Region_06,Target_Sampled,Federal,Not_USFS,Arkansas-Red-White Region,35.81454552,-98.70209368,Arkansas-White-Red Region,Arkansas-White-Red Region,Mississippi_Basin,Non Federal,OK,RiversMajor,Non-Urban,Not_Forest_Service,198.3515449,-241961,-185374.9,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Fair,O/E<0.8,Fair,Low,Fair,Poor,Slightly Saline,2018,1/31/2022
2012576,NRS18_UT_10003,6/12/2018,1,Y,NRS_UT-10260,2018-19,WMTNS,XER,Region_08,Target_Sampled,Non-Federal,Not_USFS,Upper Colorado Region,37.5101738,-112.0337049,Upper Colorado Region,Not Mississippi River Basin,Not_Mississippi_Basin,BLM,UT,LargeStreams,Non-Urban,Not_Forest_Service,707.0639364,-1397244,119289.9,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Poor,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Good,High,Good,Poor,Slightly Saline,2018,1/31/2022
2012577,NRS18_LA_10022,6/12/2018,1,Y,NRS_LA-10208,2018-19,PLNLOW,CPL,Region_06,Target_Sampled,Federal,Not_USFS,Lower Mississippi Region,29.92997683,-91.46407665,Lower Mississippi Region,Lower Mississippi Region,Mississippi_Basin,Non Federal,LA,RiversMajor,Non-Urban,Not_Forest_Service,265.5129192,437389.5615,-834741.2408,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Low,Good,Good,Freshwater,2018,1/31/2022
2012578,NRS18_OH_10005,6/12/2018,1,Y,NRS_OH-10048,2018-19,EHIGH,SAP,Region_05,Target_Sampled,Federal,Not_USFS,Ohio Region,40.37314874,-81.21326468,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,OH,SmallStreams,Non-Urban,Not_Forest_Service,4736.780411,1239771,418643.7,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Fair,Not Assessed,Poor,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Moderate,Poor,Good,Freshwater,2018,1/31/2022
